Mixture,monocyte,cd4_positive_alpha_beta_t_cell,cd8_positive_alpha_beta_t_cell,b_cell,conventional_dendritic_cell,natural_killer_cell,plasmacytoid_dendritic_cell,platelet,P-value,Correlation,RMSE
sample125,0.0146682887901879,0.529951858772324,0.115070297043729,0.00332940075393887,0,0.109235469295223,0.215881464422827,0.0118632209217703,0,0.872769931738167,0.767001388475378
sample126,0.097597462888355,0.400834866935757,0.124704037235846,0.00346765545501451,0.0289090818181051,0.211543944697462,0,0.132942950969461,0,0.830451228160135,0.703363070244752
sample127,0.00301628763692751,0.358415874341755,0.574582755670963,0,0.0184063557990751,0.0346886923350846,0.0108041900722452,8.58441439487355e-05,0,0.904829143315425,0.771227651475283
sample128,0.150430348915208,0.117711819127503,0,0.0356891109622408,0.135184824483797,0.0138290263291995,0.54519870429157,0.00195616589048099,0,0.875198042104531,0.588773572837904
sample129,0.0056246234191169,0.629317908828643,0.11448646217265,0.114225508768814,0,0.127973891783326,0.00810159763860724,0.000270007388842195,0,0.888459939392896,0.760574782856652
sample130,0.0721242321416261,0.246199440316765,0.296226018032149,0.00532712010877573,0.304062612398618,0.000896424532544039,0.0304447680969416,0.0447193843725801,0,0.772433777047323,0.723847834152223
sample131,0.00819748527408732,0.847759248745566,0,0.00493388182650683,0.00966769481121184,0.0217507368580782,0.107486427499396,0.000204524985153976,0,0.908791741018577,0.762572622293562
sample132,0.211422091177146,0.488660194568945,0.134733570844137,0.00059658198061238,0.0593244925285592,0.00346501655538852,0.00584208726200036,0.0959559650832108,0,0.814856865338547,0.700150703671835
sample133,0.0555609610726583,0.258720555046784,0.175619037344277,0.000322415486608301,0.0552894922424502,0.305091947156152,0.0945774556869199,0.0548181359641503,0,0.827593815064819,0.727797126523514
sample134,0.174325047248239,0.138563929674142,0.0343853054721107,0,0.267849727379641,0.0826177416289204,0.112000407407327,0.190257841189619,0,0.848810533930376,0.577849233285039
sample135,0.0139531233433675,0.490822070117421,0.0877189979041191,0.000487924740522127,0.0045216469160284,0.402496236978542,0,0,0,0.857125013432972,0.697153552319495
sample136,0.143027104129115,0.828126708913917,0,0.0115778509230797,0,0.00845928408076534,0.00865298410354009,0.000156067849582208,0,0.839907420132484,0.752981344798536
sample137,0,0.149280399688686,0.0134316365845416,0.16508721786195,0.543155326559642,0.000906769695271072,0.126788179160142,0.0013504704497676,0,0.8209983161432,0.601977558190694
sample138,0.00927242404718077,0.372753041060251,0.147061407386673,0.0696645922835284,0,0.311416209347894,0.0887357421684957,0.00109658370597688,0,0.848706311484683,0.733298472241782
sample139,0.0061467491498914,0.724765747692699,0.0794155745949119,0.0592976369001482,0,0.124322030986074,0.00592866473198492,0.000123595944290903,0,0.89434923703214,0.760406570228632
sample140,0.446620715444999,0.489655568470585,0,0.0134481349421179,0.00293538868667562,0.0392621154572764,0.00786457381470565,0.000213503183640179,0,0.775885400521592,0.650195183005416
sample141,0,0.133217176835355,0.0359075941991456,0.622836903415743,0.190972530338841,0.00117936307530202,0.0145272372265751,0.00135919490903787,0,0.804530131972023,0.655176746750416
sample142,0.0307616489135927,0.27788442903708,0.0203688876633126,0.00476343283773698,0,0.11370918270379,0.551261922916478,0.00125049592800914,0,0.852294130316062,0.692128872939652
sample143,0.104784577700641,0.489438068928362,0.198986363460131,0.00247179508788423,0,0.193137049679287,0.0106885323437278,0.000493612799965844,0,0.835962176052937,0.756515371068011
sample144,0.0202781026326847,0.417176895396012,0.134574050265788,0.00138197967741066,0.0700613281075362,0.206583954089205,0.149499252806494,0.000444437024869679,0,0.83908275723644,0.755870221467377
sample145,0.0233810057822293,0.44981400034715,0.249727531800931,0,0.00294081664677566,0.234368001180349,0,0.0397686442425656,0,0.861011799591405,0.749117188922531
sample146,0.676317223591807,0.0904168119533971,0,0,0,0.00622385690651142,0.0687296802004349,0.15831242734785,0,0.931049558615461,0.368849686786617
sample147,0.0272999517772248,0.244002133947062,0,0.11161196512475,0.243896691802717,0.050077191639217,0.32311206570903,0,0,0.843962512812934,0.655159567925909
sample148,0.256266470137931,0.155362939258594,0,0.154055167913089,0.175633035146951,0.00492211065049125,0.146645913519141,0.107114363373803,0,0.818442500312745,0.619613493961922
sample149,0.0818066209356316,0.355260314652337,0.190184245766318,0,0.00585334604995525,0.28220780283409,0,0.0846876697616681,0,0.83326442029364,0.722180463311393
sample150,0.00725062181169419,0.498965579677955,0.104756426132453,0.281422125716016,0,0.00155237336296156,0.10534946968644,0.00070340361248028,0,0.844423301148974,0.749435807949786
sample151,0,0.175120727837041,0.0011325042540224,0.161465697419254,0.585208256531656,0.0541801504884447,0.0223004867458598,0.000592176723722448,0,0.822609603263865,0.599397336829048
sample152,0.0558311420867531,0.642127434656031,0.0730629218409456,0.00272059968845873,0.183417820327871,0.00954266107316354,0.0331215465244848,0.000175873802292262,0,0.794425928815181,0.76110102684521
sample153,0.0437903552224253,0.398034570842088,0.217680783990652,0.0525610009971299,0.187633394981882,0.0770780928671697,0.023067752836997,0.000154048261655558,0,0.801961127961941,0.757899074489291
sample154,0.0181401686636758,0.360272448920879,0.380225620343701,0.00228793634844691,0.00219995007696192,0.21493451617961,0.0161756967752447,0.00576366269148018,0,0.874402527083997,0.755113798174829
sample155,0.0629208644839524,0.31390857921615,0.259241564881324,0.204838792014941,0.0377780991132332,0.00465590474085703,0.0111969930351675,0.105459202514374,0,0.838814661833084,0.732372170489228
sample156,0.00966082417277604,0.57829471785024,0.289049750938328,0.00207552636384594,0,0.00942368488979068,0.110252627481912,0.001242868303107,0,0.916827481756626,0.765883147607106
sample157,0.150180069916006,0.586933053271791,0.156197267273837,0.0462959833972869,0.0113955214651857,0.000297107786445414,0.00633639240464029,0.0423646044848078,0,0.837193735327887,0.748765795317135
sample158,0.374212894043023,0.203398048148019,0,0.000580495471239876,0.0565482828565048,0.00999385760076131,0.291315427056586,0.0639509948238659,0,0.801415777725644,0.627318121915069
sample159,0.109087807567511,0.240437689141406,0.353260499261766,0.0900636101893967,0.049120524798149,0.000451924098030656,0.0459787083861108,0.11159923655763,0,0.843349025474717,0.721788185402267
sample160,0.429440740488013,0.188502397557504,0,0.0269936121119214,0.191365809694852,0.00527165977214502,0.0205988283389974,0.137826952036568,0,0.854588342205503,0.528599411157984
sample161,0.100468852695923,0.187469330377052,0.142044117259326,0.00199560230448921,0.0282581586909792,0.0347034463303453,0.504067511790184,0.000992980551701686,0,0.833511215944304,0.697354489131466
sample162,0.00493227646532275,0.599363193174609,0.29798904510369,0.011194667901807,0,0.0865080180723871,1.27992821838972e-05,0,0,0.91593939750708,0.75914222337261
sample163,0.0861412080287484,0.426713746160605,0.00391699361662152,0.180655384049742,0.251234548657121,0.00567651653720449,0.0125862315526568,0.033075371397301,0,0.776033745499699,0.716835287016678
sample164,0.0342430365361442,0.231350508787165,0.501596674243136,0.000928404164499109,0,0.0558492037566524,0.149069048161486,0.0269631243509172,0,0.898391122097497,0.773306714997486
sample165,0.284060157052238,0.238572453450584,0.0665729645418312,0,0.0269205492071065,0.193409724665661,0.0596552163748274,0.130808934707752,0,0.787824747179948,0.66894436506716
sample166,0.0640164430409649,0.301190811588219,0.465734837127622,0.0263112796051715,0.00410033722215727,0.0322460954394027,0.0029843867319264,0.103415809244536,0,0.87376189943975,0.738655903477666
sample167,0.051505897510831,0.829142794379901,0.0083152206518705,0.00180475194072527,0.0179228133621477,0.0445137801057301,0.00279288401116264,0.0440018580376321,0,0.912363263416495,0.750214894695529
sample168,0.0610089913529716,0.177780734742021,0.0239145419351448,0,0.158897178409699,0.00837512288134957,0.503094847542141,0.0669285831366735,0,0.855524612072118,0.639690330324521
sample169,0.00809418908034828,0.649840766835111,0.0379158193369114,0.215984337402578,0,0.0793055048852723,0.00879566221168214,6.37202480966696e-05,0,0.860985421407195,0.7620787239628
sample170,0.0264701088151664,0.490226388782113,0.473241409323548,0.00338016572717508,0,0.00426541825721665,0.00241650909478138,0,0,0.915642602282129,0.763284824809503
sample171,0.0375761519242387,0.873818384002109,0,0.00137916197009866,0,0.0464518009354224,0.00320992121908314,0.0375645799490485,0,0.928280458448433,0.748390231926531
sample172,0.0441022170082707,0.851848331539949,0.0140467046384871,0.0296060906776055,0,0.00189289898425824,0.014763985929614,0.0437397712218156,0,0.916594008408693,0.75144479730703
sample173,0.0274681202372894,0.387298686241809,0.326645592206771,0.201306829234259,0.0386654085743404,0.00110956428735799,0.0173911820436624,0.000114617174511019,0,0.851325829736643,0.766531997094631
sample174,0.0263537552729052,0.254126224110927,0,0.0249202818079976,0.128215252091236,0.00220628557960762,0.563753990979926,0.000424210157400043,0,0.864183158046492,0.640927112461592
sample175,0.245565197292205,0.143182148274368,0.159568038435085,0.0266542962338403,0.369584082107691,0.0020796390662212,0.0156725383275502,0.0376940602630389,0,0.825976968518202,0.592330561377358
sample176,0.146200737160356,0.782356693331735,0,0.00919923221634832,0,0.0170464955580518,0.00580815055683542,0.039388691176673,0,0.852132763865212,0.745124903839376
sample177,0.234058124669248,0.409881753534866,0.063723038044579,0.00148538963941784,0.0790687532007284,0.201760293135018,0.00996783832434923,5.48094517938624e-05,0,0.762259975951163,0.718694668740754
sample178,0.00201806624792845,0.43856449571964,0.427601512015272,0.00622391595972547,0,0.125566614129981,1.11867907437208e-05,1.42091367096444e-05,0,0.89724204740776,0.763463667861295
sample179,0.0540497028023987,0.133226829429458,0.0110560948909841,0.585111956186248,0.128535608530141,0.0189024575832242,0.0688215802780234,0.000295770299522749,0,0.820808384034519,0.649636488464952
sample180,0.0195304240782422,0.301304406607417,0.0590487163008158,0.00492599541714525,0,0.0204460007995197,0.574756179918078,0.0199882768787812,0,0.852191346723892,0.693595101754336
sample181,0.106592185315777,0.362342390428862,0.123243462361874,0.00376586101625345,0,0.301803019139317,0.100928991604678,0.00132409013323891,0,0.828627851596547,0.730011038832248
sample182,0.00858036827688285,0.314919428943794,0.227545760766828,0.262302944674094,0.117972169206655,0,0.0684072294527706,0.000272098678975653,0,0.807977864154211,0.749595239466036
sample183,0.0974712501911836,0.264999828061756,0.23013185951251,0.02712811380174,0.101684877212061,0.00456710865402509,0.178459493890384,0.0955574686763404,0,0.826582774965511,0.720895993825149
sample184,0.235157239553091,0.370930190004345,0.0116764029861841,0.0159984442496722,0.0286576670019531,0.00680673203468472,0.229309473481815,0.101463850688255,0,0.792285491552016,0.695048409269819
sample185,0.060670683214668,0.125554772396229,0.00694821576612891,0.0831674546907766,0,0.0349809024520459,0.670778155615961,0.0178998158641913,0,0.905750041920728,0.601364097039823
sample186,0.00674353020864603,0.884604204234003,0,0.0144708223847006,0.009337751838561,0.0771227980451959,0.00600816677353241,0.00171272651536078,0,0.919206388990117,0.754088280968348
sample187,0.0233094229212593,0.500476523852065,0.357632628775419,0.00515617601699856,0.000655747301809387,0.0138460648447147,0.0709461310302305,0.0279773052575033,0,0.922264553255094,0.765387779727658
sample188,0.416290106639218,0.204659647848117,0,0.0202768757810698,0.276400340849176,0.0409534934701043,0.0117495100493748,0.0296700253629398,0,0.867243978416311,0.507996987444136
sample189,0.032283084843885,0.496957447834767,0.0720207032401736,0,0.0491115797178207,0.203776778332466,0.144853900423865,0.000996505607022739,0,0.845067182356178,0.755898476144237
sample190,0.0711943390228625,0.566294392307033,0,0.295487405182109,0.0133139834938963,0.0366715516791234,0.0107261765305863,0.00631215178439009,0,0.855879836263885,0.738894084754218
sample191,0.188803654680009,0.5577145895213,0.0672727762040947,0,0,0.0906099207335839,0,0.0955990588610122,0,0.829530605982886,0.713259657764973
sample192,0.0105541087394146,0.293042767221808,0,0.614675760230318,0,0.0695739791756919,0.0119290775944053,0.000224307038362547,0,0.821819130125072,0.683491597557703
sample193,0.0164403465741868,0.538026569717533,0.285582786635484,0.0664270106739363,0,0.0835804131052222,0.00981246112459691,0.000130412169040948,0,0.902799729491267,0.765674390745538
sample194,0.0429506269186268,0.844303181294847,0,0.0191399034287627,0.00130699972919305,0.0176011202206751,0.00496340783204098,0.0697347605758545,0,0.918046556090272,0.739176902829904
sample195,0.027288531317727,0.366889591852176,0.312677330527357,0.0423374949560798,0,0.00860545307078083,0.211174830277405,0.0310267679984743,0,0.890336918786548,0.763886558747956
sample196,0.0185580838272647,0.629972062253572,0.00200771665778576,0.00889981632778378,0.138563521999012,0.132478506455835,0.0692525848715591,0.000267707607186921,0,0.827499634233571,0.762672831301179
sample197,0.0330358804929085,0.396520027032617,0.117797027246455,0.00455924975079147,0.0490823114953839,0.150379931934378,0.233397245435162,0.0152283266123044,0,0.845845639696895,0.755374027291567
sample198,0.216771047076424,0.551962011270678,0,0.197925139674834,0.0047918198633713,0.000813763521448751,0.00593704177347707,0.0217991768197675,0,0.804111551822942,0.722315131707886
sample199,0.0193948371381774,0.702541899163028,0,0.0911678866399684,0.143147405906403,0.0266311816289066,0.0168923469803549,0.000224442543161613,0,0.851810398912064,0.753760109048282
sample200,0.579562084864213,0.171066204012246,0,0.140204295305259,0.0938901648621442,0.000560202950478224,0.0142137273944871,0.000503320611173045,0,0.900894293628801,0.437460554825948
sample201,0.299644242722151,0.375435892729167,0,0.177528648190732,0.0933042460943216,0.00282556494185722,0.0177135001465988,0.0335479051751718,0,0.771701814519738,0.681612080185617
sample202,0.294719740161804,0.372714103899969,0,0.0448288700060478,0.027643050928093,0.0923980418331653,0.167009091083709,0.000687102087210921,0,0.717695827255039,0.734181655753622
sample203,0.0917526114346432,0.456595732713902,0.0285977026678406,0.175123003014563,0.022091973915724,0.123872064956613,0.00949480976202036,0.0924721015346945,0,0.835754667903247,0.732841482223986
sample204,0.353132328957551,0.22893469801674,0,0.00213735594692193,0.396022920815285,0.00167657011387928,0.0108698770767769,0.00722624907284551,0,0.902522787319705,0.447664160654756
sample205,0.0382422810534403,0.526520689724684,0.159731484554793,0.000813032698422244,0.00431950046431546,0.228425475941766,0.00210011926441088,0.0398474162981677,0,0.861760201655593,0.748269883525631
sample206,0.198286376248669,0.442802704428744,0.330137934539572,0,0,0.0131854914927588,0.0115821205794341,0.00400537271082239,0,0.792387427841562,0.753563692447416
sample207,0.0148695085773138,0.603203746502949,0.198022461925266,0.00625402065926322,0.00624488843896798,0.0698622911001517,0.101360474943401,0.000182607852687335,0,0.897631530260209,0.77007877279104
sample208,0.0496695326296309,0.58081799599088,0.120026098587622,0.00156450731439319,0.00360639192887545,0.117812710273029,0.0517715504187134,0.0747312128568558,0,0.872559871171367,0.752085112669397
sample209,0.0767915387111309,0.111931517634112,0,0,0.31580089748551,0.0108822676687788,0.402273126590969,0.0823206519094987,0,0.842139702024616,0.604247467271574
sample210,0.00457303913612205,0.445678586745031,0.278895940526618,0.0156249637727519,0,0.249935252198318,0.0021558454545415,0.00313637216661706,0,0.86741268763365,0.746368615568367
sample211,0.0429876328472755,0.35018387476029,0.57382809342167,0.00565748594613011,0,0.00669948704637148,0.00385896331954975,0.0167844626587132,0,0.915326265141693,0.766129610140476
sample212,0.0330795235619596,0.302260019845215,0.219009571115524,0.00714419178689414,0.0395978725559123,0.336407895129889,0,0.0625009260046057,0,0.839541599443327,0.718357535992518
sample213,0.00282478460876198,0.617924327341054,0.321250515326589,0.0139881882678751,0.00142127005687757,0.0382535723483452,0.00433734205049712,0,0,0.925959076496315,0.758019598246477
sample214,0.0164502179688094,0.281414138373084,0.416334279042275,0.0304997503220957,0,0.00111376492806604,0.241943327817977,0.0122445215476934,0,0.868053796770304,0.772113543512834
sample215,0.110460211306715,0.396712382795255,0.09031568911337,0.0721671491872135,0,0.318865371390617,0.00763103145730783,0.00384816474952196,0,0.805837297888921,0.735950523676143
sample216,0.108472492197513,0.778434606773075,0,0.058916760599305,0.0207113022893744,0.00315051915217487,0.0112161211044817,0.0190981978840768,0,0.860192791426888,0.755265923838185
sample217,0.412880334271623,0.125847590079649,0,0.14038705268968,0.127270593407258,0.000276737984684262,0.16603035493141,0.0273073366356955,0,0.850744390730831,0.548148225465842
sample218,0.0252622997912249,0.817722016521805,0.0113249231102085,0.000808318250258608,0.00662930716326676,0.123772282062061,0.00147928045386094,0.0130015726473142,0,0.906047476632298,0.754548610275851
sample219,0.179848588831236,0.398527386091875,0.279395988896552,0.000622344128387301,0,0.0442156618113421,0.0391749325815931,0.0582150976590145,0,0.813802831607327,0.745943414753908
sample220,0.101486498218762,0.294448081698081,0.376194120404433,0,0,0.0104040709559224,0.057764864114239,0.159702364608562,0,0.880079116536616,0.677219543382029
sample221,0.008731891467743,0.0625661233828766,0.00977110822242138,0.405732440912079,0.175942970921107,0.00134857812905423,0.335906886964719,0,0,0.886002114035998,0.58165997995604
sample222,0.0219645130497245,0.456343294598983,0.369712763093492,0.00397222382725204,0.0017178030507015,0.0907650382271615,0.00329375781617148,0.0522306063365143,0,0.911472691815682,0.755629417223911
sample223,0.017399755638692,0.320072254903687,0.179031324683309,0.268410929841555,0.00174159498827832,0.184833145924146,0.0280841205640859,0.000426873456247401,0,0.829228668344568,0.753919437579051
sample224,0.010619529216894,0.56089750143869,0.116297890178157,0.0798269192332999,0.0639222362139217,0.14848267952739,0.0196129479674313,0.000340296224215967,0,0.867464319208581,0.762339224057311
sample225,0.00409772064503569,0.727714853312153,0.0543552038103877,0.0314130563011173,0,0.177733165233287,0.00433986748289495,0.000346133215124083,0,0.892865666252974,0.751138988097443
sample226,0.0768535516569974,0.314782191223732,0,0.00206473093079412,0.58084380931583,0.00435953567929625,0.0153882794165073,0.005707901776843,0,0.858252784423776,0.554540070162803
sample227,0.172312588950654,0.264881541099169,0,0,0.292936775257609,0.0122949476973251,0.257190626806855,0.000383520188387979,0,0.827753444973047,0.62039078831973
sample228,0.0150570470951793,0.63215574592617,0.285290146504239,0.0177762754481306,0.0228143925599057,0.015568417608334,0.0112749124656881,6.30623923533972e-05,0,0.906213741178613,0.765674590418984
sample229,0.0698222987347151,0.184190813172217,0.219034054323741,0.0036088758953935,0.0669432003356229,0.0051120593857421,0.37657500759053,0.0747136905620384,0,0.84185456110929,0.710808288955289
sample230,0.00996707932942857,0.415448535225952,0.274872572924178,0.277949826905155,0.00251489821320571,0,0.0190281074268626,0.000218979975218037,0,0.841960063274372,0.761098809525151
sample231,0.176601337812257,0.458037727220864,0.257228941920022,0.00323816371902241,0,0.00783536467003148,0.0961233098655332,0.000935154792270054,0,0.762391386451187,0.775551157208098
sample232,0.0851926792883186,0.31778208702956,0,0.0349656611291519,0.424232238476294,0.0366963068880973,0.100531317265179,0.000599709923399103,0,0.799092359771587,0.649278230273986
sample233,0.012077681188367,0.587191539830963,0.00142224654014142,0.270145959756124,0.0357741858205983,0.0190027215910904,0.0741732296612406,0.000212435611475931,0,0.83946592549042,0.75022582784059
sample234,0.00467650642247877,0.162113158297981,0.00148260118270056,0.778163669488253,0.0267256502141346,0.0197516754258997,0.00702681744827599,5.9921520276348e-05,0,0.812094675517196,0.646700957681379
sample235,0.0655216465437175,0.240285212392764,0,0.298976971424292,0.0445726765518802,0.00247546104624902,0.330990521206419,0.0171775108346784,0,0.857296168648675,0.669810680615203
sample236,0.040846823467359,0.396436291890012,0.427003336674488,0.122801405639052,0,0.00425623418686488,0.00855691378163276,9.89943605911192e-05,0,0.884151040815622,0.770492325213346
sample237,0.0133214782079187,0.497516877271764,0.0236620669802208,0.00219855133498848,0,0.356430507859356,0.106342232391316,0.000528285954435926,0,0.813411331263657,0.735678118849869
sample238,0.0605555350172505,0.519247348569283,0.118040702875812,0.00288563266510513,0.13456449225531,0.00464061937914829,0.158422720102258,0.00164294913583303,0,0.826151788459804,0.750207008627393
sample239,0.603629125237899,0.133541818611988,0,0.0136026825693087,0.229201833478259,0.000364142802865214,0.0122439295469585,0.00741646775272116,0,0.920848565075457,0.391388237514114
sample240,0.0215802362358734,0.524489821344803,0,0.293962537865084,0,0.0910550595685221,0.0118144922995625,0.0570978526861554,0,0.846511397253105,0.745013979570826
sample241,0.151725376693253,0.257607213511846,0,0.105699866616632,0.122290637684753,0.0100652402468693,0.352279008367953,0.000332656878693849,0,0.838143411972646,0.6567360709724
sample242,0.0208482005995544,0.370340428075704,0.544870932947823,0.0480251880470526,0.0031525183458683,0.000446965598969385,0.00668671020534324,0.00562905617968531,0,0.908543309297756,0.76925806425795
sample243,0.0279517511849371,0.508256213088557,0.0704602520865084,0.16983679261261,0.0113264669314461,0.200715953263693,0.0111180482757161,0.000334522556532019,0,0.867323084671921,0.747461151524252
sample244,0.154938083638811,0.705872082292059,0.00573588666782335,0.0628488899148843,0.00332680573594618,0.0516688968777226,0.00947688501697064,0.00613246985578307,0,0.815811185997669,0.757240668408778
sample245,0.275829636346075,0.10058151835515,0,0,0.490496068802525,0.00652430982925511,0.0075116155672757,0.119056851099719,0,0.886305638329029,0.472012987664254
sample246,0.841231287353403,0.0906184170534905,0,0.00321791357783459,0.0406040673271284,0,0.0227489152216757,0.00157939946646803,0,0.950871278723076,0.356090189455388
sample247,0.100736722322072,0.252972265638767,0.136768012331928,0.00609640567169635,0.162818108179849,0.00733582293555429,0.246937040275379,0.0863356226447546,0,0.822053029051997,0.69527617958813
